Model,Release Date,Release Year,Model ID,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),Width (mm),Length (mm),Depth (mm),Volume (cubic cm),Mass (grams),Pixel Density (per inch),Company_ID,Company,Company_real,Computation,Appearance
Dopod Touch Cruise T4288 (HTC Iolite),2009-05-01,2009.333333,1588,0.124973296,0.008388246,0.263664231,0.079136691,0.056910569,0.142857143,0.128240109,0.217213115,0.053880693,0.007494165,0.009267241,0.254164563,61.0,Swisscom,HTC,0.162797584,0.08687496574999999
Dopod Touch Cruise T4288 (HTC Iolite),2009-05-01,2009.333333,1588,0.124973296,0.008388246,0.263664231,0.079136691,0.056910569,0.142857143,0.128240109,0.217213115,0.053880693,0.007494165,0.009267241,0.254164563,61.0,Telstra,HTC,0.162797584,0.08687496574999999
Dopod Touch Cruise T4288 (HTC Iolite),2009-05-01,2009.333333,1588,0.124973296,0.008388246,0.263664231,0.079136691,0.056910569,0.142857143,0.128240109,0.217213115,0.053880693,0.007494165,0.009267241,0.254164563,61.0,Trium,HTC,0.162797584,0.08687496574999999
Dopod Touch Cruise T4288 (HTC Iolite),2009-05-01,2009.333333,1588,0.124973296,0.008388246,0.263664231,0.079136691,0.056910569,0.142857143,0.128240109,0.217213115,0.053880693,0.007494165,0.009267241,0.254164563,61.0,Typhoon,HTC,0.162797584,0.08687496574999999
Dopod Touch Cruise T4288 (HTC Iolite),2009-05-01,2009.333333,1588,0.124973296,0.008388246,0.263664231,0.079136691,0.056910569,0.142857143,0.128240109,0.217213115,0.053880693,0.007494165,0.009267241,0.254164563,61.0,UTStarcom,HTC,0.162797584,0.08687496574999999
Getac PS535F,2009-05-01,2009.333333,1589,0.062471389,0.031878203,0.266165371,0.129496403,0.154471545,0.301587302,0.206684857,0.390368852,0.148813342,0.064985119,0.051724138,0.464159515,84.0,Getac,MiTAC International Corp,0.20616861949999998,0.18101644474999998
Getac PS535F,2009-05-01,2009.333333,1589,0.062471389,0.031878203,0.266165371,0.129496403,0.154471545,0.301587302,0.206684857,0.390368852,0.148813342,0.064985119,0.051724138,0.464159515,84.0,Medion,MiTAC International Corp,0.20616861949999998,0.18101644474999998
Getac PS535F,2009-05-01,2009.333333,1589,0.062471389,0.031878203,0.266165371,0.129496403,0.154471545,0.301587302,0.206684857,0.390368852,0.148813342,0.064985119,0.051724138,0.464159515,84.0,Mio,MiTAC International Corp,0.20616861949999998,0.18101644474999998
Getac PS535F,2009-05-01,2009.333333,1589,0.062471389,0.031878203,0.266165371,0.129496403,0.154471545,0.301587302,0.206684857,0.390368852,0.148813342,0.064985119,0.051724138,0.464159515,84.0,MiTAC,MiTAC International Corp,0.20616861949999998,0.18101644474999998
Getac PS535F,2009-05-01,2009.333333,1589,0.062471389,0.031878203,0.266165371,0.129496403,0.154471545,0.301587302,0.206684857,0.390368852,0.148813342,0.064985119,0.051724138,0.464159515,84.0,Sagem,MiTAC International Corp,0.20616861949999998,0.18101644474999998
Getac PS535F,2009-05-01,2009.333333,1589,0.062471389,0.031878203,0.266165371,0.129496403,0.154471545,0.301587302,0.206684857,0.390368852,0.148813342,0.064985119,0.051724138,0.464159515,84.0,Yakumo,MiTAC International Corp,0.20616861949999998,0.18101644474999998
HTC Magic (HTC Sapphire 100),2009-05-01,2009.333333,1590,0.093722343,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.133860846,0.262295082,0.04842848,0.008907351,0.012068966,0.344522968,61.0,Audiovox,HTC,0.17757444700000002,0.11064093874999999
HTC Magic (HTC Sapphire 100),2009-05-01,2009.333333,1590,0.093722343,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.133860846,0.262295082,0.04842848,0.008907351,0.012068966,0.344522968,61.0,Bell,HTC,0.17757444700000002,0.11064093874999999
HTC Magic (HTC Sapphire 100),2009-05-01,2009.333333,1590,0.093722343,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.133860846,0.262295082,0.04842848,0.008907351,0.012068966,0.344522968,61.0,Cingular,HTC,0.17757444700000002,0.11064093874999999
HTC Magic (HTC Sapphire 100),2009-05-01,2009.333333,1590,0.093722343,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.133860846,0.262295082,0.04842848,0.008907351,0.012068966,0.344522968,61.0,CyberBank,HTC,0.17757444700000002,0.11064093874999999
HTC Magic (HTC Sapphire 100),2009-05-01,2009.333333,1590,0.093722343,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.133860846,0.262295082,0.04842848,0.008907351,0.012068966,0.344522968,61.0,Daxian,HTC,0.17757444700000002,0.11064093874999999
HTC Magic (HTC Sapphire 100),2009-05-01,2009.333333,1590,0.093722343,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.133860846,0.262295082,0.04842848,0.008907351,0.012068966,0.344522968,61.0,Dopod,HTC,0.17757444700000002,0.11064093874999999
HTC Magic (HTC Sapphire 100),2009-05-01,2009.333333,1590,0.093722343,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.133860846,0.262295082,0.04842848,0.008907351,0.012068966,0.344522968,61.0,Grundig,HTC,0.17757444700000002,0.11064093874999999
HTC Magic (HTC Sapphire 100),2009-05-01,2009.333333,1590,0.093722343,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.133860846,0.262295082,0.04842848,0.008907351,0.012068966,0.344522968,61.0,HTC,HTC,0.17757444700000002,0.11064093874999999
HTC Magic (HTC Sapphire 100),2009-05-01,2009.333333,1590,0.093722343,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.133860846,0.262295082,0.04842848,0.008907351,0.012068966,0.344522968,61.0,Krome,HTC,0.17757444700000002,0.11064093874999999
HTC Magic (HTC Sapphire 100),2009-05-01,2009.333333,1590,0.093722343,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.133860846,0.262295082,0.04842848,0.008907351,0.012068966,0.344522968,61.0,Lobster,HTC,0.17757444700000002,0.11064093874999999
HTC Magic (HTC Sapphire 100),2009-05-01,2009.333333,1590,0.093722343,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.133860846,0.262295082,0.04842848,0.008907351,0.012068966,0.344522968,61.0,Mobile,HTC,0.17757444700000002,0.11064093874999999
HTC Magic (HTC Sapphire 100),2009-05-01,2009.333333,1590,0.093722343,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.133860846,0.262295082,0.04842848,0.008907351,0.012068966,0.344522968,61.0,Qtek,HTC,0.17757444700000002,0.11064093874999999
HTC Magic (HTC Sapphire 100),2009-05-01,2009.333333,1590,0.093722343,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.133860846,0.262295082,0.04842848,0.008907351,0.012068966,0.344522968,61.0,Swisscom,HTC,0.17757444700000002,0.11064093874999999
HTC Magic (HTC Sapphire 100),2009-05-01,2009.333333,1590,0.093722343,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.133860846,0.262295082,0.04842848,0.008907351,0.012068966,0.344522968,61.0,Telstra,HTC,0.17757444700000002,0.11064093874999999
HTC Magic (HTC Sapphire 100),2009-05-01,2009.333333,1590,0.093722343,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.133860846,0.262295082,0.04842848,0.008907351,0.012068966,0.344522968,61.0,Trium,HTC,0.17757444700000002,0.11064093874999999
HTC Magic (HTC Sapphire 100),2009-05-01,2009.333333,1590,0.093722343,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.133860846,0.262295082,0.04842848,0.008907351,0.012068966,0.344522968,61.0,Typhoon,HTC,0.17757444700000002,0.11064093874999999
HTC Magic (HTC Sapphire 100),2009-05-01,2009.333333,1590,0.093722343,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.133860846,0.262295082,0.04842848,0.008907351,0.012068966,0.344522968,61.0,UTStarcom,HTC,0.17757444700000002,0.11064093874999999
HTC Snap S521 / Captain (HTC Maple 100),2009-05-01,2009.333333,1591,0.093722343,0.004193611,0.263664231,0.050359712,0.089430894,0.103174603,0.150068213,0.276639344,0.037844772,0.008971586,0.012931034,0.308430086,61.0,Audiovox,HTC,0.16750256775,0.09117751975
HTC Snap S521 / Captain (HTC Maple 100),2009-05-01,2009.333333,1591,0.093722343,0.004193611,0.263664231,0.050359712,0.089430894,0.103174603,0.150068213,0.276639344,0.037844772,0.008971586,0.012931034,0.308430086,61.0,Bell,HTC,0.16750256775,0.09117751975
HTC Snap S521 / Captain (HTC Maple 100),2009-05-01,2009.333333,1591,0.093722343,0.004193611,0.263664231,0.050359712,0.089430894,0.103174603,0.150068213,0.276639344,0.037844772,0.008971586,0.012931034,0.308430086,61.0,Cingular,HTC,0.16750256775,0.09117751975
HTC Snap S521 / Captain (HTC Maple 100),2009-05-01,2009.333333,1591,0.093722343,0.004193611,0.263664231,0.050359712,0.089430894,0.103174603,0.150068213,0.276639344,0.037844772,0.008971586,0.012931034,0.308430086,61.0,CyberBank,HTC,0.16750256775,0.09117751975
HTC Snap S521 / Captain (HTC Maple 100),2009-05-01,2009.333333,1591,0.093722343,0.004193611,0.263664231,0.050359712,0.089430894,0.103174603,0.150068213,0.276639344,0.037844772,0.008971586,0.012931034,0.308430086,61.0,Daxian,HTC,0.16750256775,0.09117751975
HTC Snap S521 / Captain (HTC Maple 100),2009-05-01,2009.333333,1591,0.093722343,0.004193611,0.263664231,0.050359712,0.089430894,0.103174603,0.150068213,0.276639344,0.037844772,0.008971586,0.012931034,0.308430086,61.0,Dopod,HTC,0.16750256775,0.09117751975
HTC Snap S521 / Captain (HTC Maple 100),2009-05-01,2009.333333,1591,0.093722343,0.004193611,0.263664231,0.050359712,0.089430894,0.103174603,0.150068213,0.276639344,0.037844772,0.008971586,0.012931034,0.308430086,61.0,Grundig,HTC,0.16750256775,0.09117751975
HTC Snap S521 / Captain (HTC Maple 100),2009-05-01,2009.333333,1591,0.093722343,0.004193611,0.263664231,0.050359712,0.089430894,0.103174603,0.150068213,0.276639344,0.037844772,0.008971586,0.012931034,0.308430086,61.0,HTC,HTC,0.16750256775,0.09117751975
HTC Snap S521 / Captain (HTC Maple 100),2009-05-01,2009.333333,1591,0.093722343,0.004193611,0.263664231,0.050359712,0.089430894,0.103174603,0.150068213,0.276639344,0.037844772,0.008971586,0.012931034,0.308430086,61.0,Krome,HTC,0.16750256775,0.09117751975
HTC Snap S521 / Captain (HTC Maple 100),2009-05-01,2009.333333,1591,0.093722343,0.004193611,0.263664231,0.050359712,0.089430894,0.103174603,0.150068213,0.276639344,0.037844772,0.008971586,0.012931034,0.308430086,61.0,Lobster,HTC,0.16750256775,0.09117751975
HTC Snap S521 / Captain (HTC Maple 100),2009-05-01,2009.333333,1591,0.093722343,0.004193611,0.263664231,0.050359712,0.089430894,0.103174603,0.150068213,0.276639344,0.037844772,0.008971586,0.012931034,0.308430086,61.0,Mobile,HTC,0.16750256775,0.09117751975
HTC Snap S521 / Captain (HTC Maple 100),2009-05-01,2009.333333,1591,0.093722343,0.004193611,0.263664231,0.050359712,0.089430894,0.103174603,0.150068213,0.276639344,0.037844772,0.008971586,0.012931034,0.308430086,61.0,Qtek,HTC,0.16750256775,0.09117751975
HTC Snap S521 / Captain (HTC Maple 100),2009-05-01,2009.333333,1591,0.093722343,0.004193611,0.263664231,0.050359712,0.089430894,0.103174603,0.150068213,0.276639344,0.037844772,0.008971586,0.012931034,0.308430086,61.0,Swisscom,HTC,0.16750256775,0.09117751975
HTC Snap S521 / Captain (HTC Maple 100),2009-05-01,2009.333333,1591,0.093722343,0.004193611,0.263664231,0.050359712,0.089430894,0.103174603,0.150068213,0.276639344,0.037844772,0.008971586,0.012931034,0.308430086,61.0,Telstra,HTC,0.16750256775,0.09117751975
HTC Snap S521 / Captain (HTC Maple 100),2009-05-01,2009.333333,1591,0.093722343,0.004193611,0.263664231,0.050359712,0.089430894,0.103174603,0.150068213,0.276639344,0.037844772,0.008971586,0.012931034,0.308430086,61.0,Trium,HTC,0.16750256775,0.09117751975
HTC Snap S521 / Captain (HTC Maple 100),2009-05-01,2009.333333,1591,0.093722343,0.004193611,0.263664231,0.050359712,0.089430894,0.103174603,0.150068213,0.276639344,0.037844772,0.008971586,0.012931034,0.308430086,61.0,Typhoon,HTC,0.16750256775,0.09117751975
HTC Snap S521 / Captain (HTC Maple 100),2009-05-01,2009.333333,1591,0.093722343,0.004193611,0.263664231,0.050359712,0.089430894,0.103174603,0.150068213,0.276639344,0.037844772,0.008971586,0.012931034,0.308430086,61.0,UTStarcom,HTC,0.16750256775,0.09117751975
HTC Touch Pro2 T7373 (HTC Rhodium 100),2009-05-01,2009.333333,1592,0.140598773,0.008388246,0.263664231,0.136690647,0.154471545,0.380952381,0.143792633,0.274590164,0.067671584,0.015031154,0.025538793,0.538112065,61.0,Audiovox,HTC,0.23769082875,0.149842362625
HTC Touch Pro2 T7373 (HTC Rhodium 100),2009-05-01,2009.333333,1592,0.140598773,0.008388246,0.263664231,0.136690647,0.154471545,0.380952381,0.143792633,0.274590164,0.067671584,0.015031154,0.025538793,0.538112065,61.0,Bell,HTC,0.23769082875,0.149842362625
HTC Touch Pro2 T7373 (HTC Rhodium 100),2009-05-01,2009.333333,1592,0.140598773,0.008388246,0.263664231,0.136690647,0.154471545,0.380952381,0.143792633,0.274590164,0.067671584,0.015031154,0.025538793,0.538112065,61.0,Cingular,HTC,0.23769082875,0.149842362625
HTC Touch Pro2 T7373 (HTC Rhodium 100),2009-05-01,2009.333333,1592,0.140598773,0.008388246,0.263664231,0.136690647,0.154471545,0.380952381,0.143792633,0.274590164,0.067671584,0.015031154,0.025538793,0.538112065,61.0,CyberBank,HTC,0.23769082875,0.149842362625
HTC Touch Pro2 T7373 (HTC Rhodium 100),2009-05-01,2009.333333,1592,0.140598773,0.008388246,0.263664231,0.136690647,0.154471545,0.380952381,0.143792633,0.274590164,0.067671584,0.015031154,0.025538793,0.538112065,61.0,Daxian,HTC,0.23769082875,0.149842362625
HTC Touch Pro2 T7373 (HTC Rhodium 100),2009-05-01,2009.333333,1592,0.140598773,0.008388246,0.263664231,0.136690647,0.154471545,0.380952381,0.143792633,0.274590164,0.067671584,0.015031154,0.025538793,0.538112065,61.0,Dopod,HTC,0.23769082875,0.149842362625
HTC Touch Pro2 T7373 (HTC Rhodium 100),2009-05-01,2009.333333,1592,0.140598773,0.008388246,0.263664231,0.136690647,0.154471545,0.380952381,0.143792633,0.274590164,0.067671584,0.015031154,0.025538793,0.538112065,61.0,Grundig,HTC,0.23769082875,0.149842362625
HTC Touch Pro2 T7373 (HTC Rhodium 100),2009-05-01,2009.333333,1592,0.140598773,0.008388246,0.263664231,0.136690647,0.154471545,0.380952381,0.143792633,0.274590164,0.067671584,0.015031154,0.025538793,0.538112065,61.0,HTC,HTC,0.23769082875,0.149842362625
HTC Touch Pro2 T7373 (HTC Rhodium 100),2009-05-01,2009.333333,1592,0.140598773,0.008388246,0.263664231,0.136690647,0.154471545,0.380952381,0.143792633,0.274590164,0.067671584,0.015031154,0.025538793,0.538112065,61.0,Krome,HTC,0.23769082875,0.149842362625
HTC Touch Pro2 T7373 (HTC Rhodium 100),2009-05-01,2009.333333,1592,0.140598773,0.008388246,0.263664231,0.136690647,0.154471545,0.380952381,0.143792633,0.274590164,0.067671584,0.015031154,0.025538793,0.538112065,61.0,Lobster,HTC,0.23769082875,0.149842362625
HTC Touch Pro2 T7373 (HTC Rhodium 100),2009-05-01,2009.333333,1592,0.140598773,0.008388246,0.263664231,0.136690647,0.154471545,0.380952381,0.143792633,0.274590164,0.067671584,0.015031154,0.025538793,0.538112065,61.0,Mobile,HTC,0.23769082875,0.149842362625
HTC Touch Pro2 T7373 (HTC Rhodium 100),2009-05-01,2009.333333,1592,0.140598773,0.008388246,0.263664231,0.136690647,0.154471545,0.380952381,0.143792633,0.274590164,0.067671584,0.015031154,0.025538793,0.538112065,61.0,Qtek,HTC,0.23769082875,0.149842362625
HTC Touch Pro2 T7373 (HTC Rhodium 100),2009-05-01,2009.333333,1592,0.140598773,0.008388246,0.263664231,0.136690647,0.154471545,0.380952381,0.143792633,0.274590164,0.067671584,0.015031154,0.025538793,0.538112065,61.0,Swisscom,HTC,0.23769082875,0.149842362625
HTC Touch Pro2 T7373 (HTC Rhodium 100),2009-05-01,2009.333333,1592,0.140598773,0.008388246,0.263664231,0.136690647,0.154471545,0.380952381,0.143792633,0.274590164,0.067671584,0.015031154,0.025538793,0.538112065,61.0,Telstra,HTC,0.23769082875,0.149842362625
HTC Touch Pro2 T7373 (HTC Rhodium 100),2009-05-01,2009.333333,1592,0.140598773,0.008388246,0.263664231,0.136690647,0.154471545,0.380952381,0.143792633,0.274590164,0.067671584,0.015031154,0.025538793,0.538112065,61.0,Trium,HTC,0.23769082875,0.149842362625
HTC Touch Pro2 T7373 (HTC Rhodium 100),2009-05-01,2009.333333,1592,0.140598773,0.008388246,0.263664231,0.136690647,0.154471545,0.380952381,0.143792633,0.274590164,0.067671584,0.015031154,0.025538793,0.538112065,61.0,Typhoon,HTC,0.23769082875,0.149842362625
HTC Touch Pro2 T7373 (HTC Rhodium 100),2009-05-01,2009.333333,1592,0.140598773,0.008388246,0.263664231,0.136690647,0.154471545,0.380952381,0.143792633,0.274590164,0.067671584,0.015031154,0.025538793,0.538112065,61.0,UTStarcom,HTC,0.23769082875,0.149842362625
iconX A410,2009-05-01,2009.333333,1593,0.062471389,0.031878203,0.199635034,0.18705036,0.154471545,0.119047619,0.311050477,0.147540984,0.076330981,0.030040897,0.024784483,0.21251893,66.0,iconX,iconX,0.126625889,0.13128966825
iconX G310,2009-05-01,2009.333333,1594,0.031220435,0.016777517,0.199635034,0.129496403,0.089430894,0.103174603,0.255115962,0.110655738,0.063502245,0.016594223,0.021551724,0.17617365,66.0,iconX,iconX,0.105951659,0.09869022400000002
Mio Moov 700,2009-05-01,2009.333333,1595,0.031220435,0.031878203,0.199635034,0.381294964,0.284552846,0.222222222,0.478854025,0.303278689,0.075689545,0.076354838,0.068965517,0.22387683,84.0,Getac,MiTAC International Corp,0.1216526255,0.23640158075000003
Mio Moov 700,2009-05-01,2009.333333,1595,0.031220435,0.031878203,0.199635034,0.381294964,0.284552846,0.222222222,0.478854025,0.303278689,0.075689545,0.076354838,0.068965517,0.22387683,84.0,Medion,MiTAC International Corp,0.1216526255,0.23640158075000003
Mio Moov 700,2009-05-01,2009.333333,1595,0.031220435,0.031878203,0.199635034,0.381294964,0.284552846,0.222222222,0.478854025,0.303278689,0.075689545,0.076354838,0.068965517,0.22387683,84.0,Mio,MiTAC International Corp,0.1216526255,0.23640158075000003
Mio Moov 700,2009-05-01,2009.333333,1595,0.031220435,0.031878203,0.199635034,0.381294964,0.284552846,0.222222222,0.478854025,0.303278689,0.075689545,0.076354838,0.068965517,0.22387683,84.0,MiTAC,MiTAC International Corp,0.1216526255,0.23640158075000003
Mio Moov 700,2009-05-01,2009.333333,1595,0.031220435,0.031878203,0.199635034,0.381294964,0.284552846,0.222222222,0.478854025,0.303278689,0.075689545,0.076354838,0.068965517,0.22387683,84.0,Sagem,MiTAC International Corp,0.1216526255,0.23640158075000003
Mio Moov 700,2009-05-01,2009.333333,1595,0.031220435,0.031878203,0.199635034,0.381294964,0.284552846,0.222222222,0.478854025,0.303278689,0.075689545,0.076354838,0.068965517,0.22387683,84.0,Yakumo,MiTAC International Corp,0.1216526255,0.23640158075000003
Mobinnova ICE US,2009-05-01,2009.333333,1596,0.062471389,0.004193611,0.263664231,0.09352518,0.056910569,0.182539683,0.128240109,0.266393443,0.04425914,0.007536989,0.012931034,0.281423523,49.0,Geeksphone,Foxconn Technology Group,0.15293818850000002,0.09904201837499998
Mobinnova ICE US,2009-05-01,2009.333333,1596,0.062471389,0.004193611,0.263664231,0.09352518,0.056910569,0.182539683,0.128240109,0.266393443,0.04425914,0.007536989,0.012931034,0.281423523,49.0,Highscreen,Foxconn Technology Group,0.15293818850000002,0.09904201837499998
Mobinnova ICE US,2009-05-01,2009.333333,1596,0.062471389,0.004193611,0.263664231,0.09352518,0.056910569,0.182539683,0.128240109,0.266393443,0.04425914,0.007536989,0.012931034,0.281423523,49.0,Mobinnova,Foxconn Technology Group,0.15293818850000002,0.09904201837499998
Mobinnova ICE US,2009-05-01,2009.333333,1596,0.062471389,0.004193611,0.263664231,0.09352518,0.056910569,0.182539683,0.128240109,0.266393443,0.04425914,0.007536989,0.012931034,0.281423523,49.0,Stuart,Foxconn Technology Group,0.15293818850000002,0.09904201837499998
Navigon 7300 / 7310,2009-05-01,2009.333333,1597,0.062471389,0.062079576,0.299680654,0.18705036,0.154471545,0.119047619,0.186357435,0.27295082,0.080821039,0.025180395,0.025862069,0.21251893,88.0,Navigon,Navigon GmbH,0.15918763725,0.13146766024999998
Nokia E71x,2009-05-01,2009.333333,1598,0.062471389,0.004193611,0.184127962,0.050359712,0.089430894,0.103174603,0.137789905,0.266393443,0.025016036,0.004475087,0.014439655,0.315244826,92.0,Nokia,Nokia Corporation,0.141509447,0.086384916875
Nokia E71x,2009-05-01,2009.333333,1598,0.062471389,0.004193611,0.184127962,0.050359712,0.089430894,0.103174603,0.137789905,0.266393443,0.025016036,0.004475087,0.014439655,0.315244826,92.0,Vertu,Nokia Corporation,0.141509447,0.086384916875
